full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid,diam_bin
       (2014 HF37),2.649460604023636,0.07362176929066694,,6.791101491664395,116.7590643334357,318.5182162276624,2.454402626689497,2.844518581357776,4.31265186518363,6.0,7,23,17.505,,,0.078,,,,,,,,N,N,1.47449,Missing
       (2017 WE25),2.997355814497206,0.1346055431085988,,15.48153908564811,166.3060655621673,327.2923957556064,2.593895107197093,3.400816521797319,5.18938214909945,5971.0,0,153,16.0,,,0.078,,,,,,,,N,N,1.61998,Missing
511499 (2014 OC113),3.169719372380098,0.07058591812058629,,12.44149526038794,119.5457549281879,147.3540642265071,2.94598182029604,3.393456924464155,5.64338167317164,4963.0,0,116,16.0,,,0.078,,,,,,,,N,N,1.93723,Missing
       (2006 WH87),2.761842754324491,0.3507804352748604,,19.99686596557172,68.25331200965815,261.2741378551145,1.793042350801826,3.730643157847155,4.58993594545082,4578.0,1,29,18.142,,,0.078,,,,,,,,N,N,0.902639,Missing
 59957 (1999 RH231),2.700524418850538,0.18676923584446,,8.063248554986247,89.429694976792,273.5479315162225,2.196149536762519,3.204899300938557,4.43792915646354,7591.0,0,487,15.1,4.04,,0.057,,,,,,,,N,N,1.21097,Small
 14797 (1977 XZ2),2.94544640340698,0.0882233423200536,,1.253698344539752,343.4502903790659,315.8768037328447,2.685589277073835,3.205303529740124,5.05515980380645,15131.0,0,2060,13.3,6.031,,0.229,,,,,,,,N,N,1.66935,Small
141370 (2002 AG48),3.24762584338991,0.05955422344373699,,4.675525957459953,267.9606779370021,128.7998644120896,3.054216008251013,3.441035678528808,5.85271242339584,6640.0,0.0,279,15.2,,,0.078,,,,,,,,N,N,2.06376,Missing
236298 (2006 AK74),2.414196386033252,0.1828886837855987,,3.378385572065397,90.03927542934743,77.3874049329892,1.972667186591681,2.855725585474823,3.75117301433397,7940.0,0,220,17.1,,,0.078,,,,,,,,N,N,0.983311,Missing
       (2015 FV39),2.462749,0.1482395,,1.99254,73.25331,197.424,2.0976723,2.8278257,3.86490146776181,4716.624137402448,0,52,18.3,,,0.078,,,,,,,,N,N,1.1243583033409084,Missing
       (2014 HB13),2.713037194262895,0.07058349868793486,,21.25060721342184,211.6507119146182,172.7466988121601,2.521541537021321,2.904532851504468,4.46880931763899,5217.0,0,57,16.8,,,0.078,,,,,,,,N,N,1.52665,Missing
 42552 (1996 RH25),2.356529963433549,0.1822920269141327,,4.745766300999938,350.136064757017,118.895738049159,1.92695333991536,2.786106586951738,3.61757589840157,8209.0,0,980,15.4,4.901,,0.051,,,,,,,,N,N,0.949083,Small
 48660 (1995 WA5),2.335914827356895,0.2458160592790805,,1.111633319372638,155.7636398106257,276.1580928289821,1.76170944968445,2.910120205029341,3.57020954991502,9166.0,0,779,15.8,,,0.078,2.791,,,,,,,N,N,0.776597,Missing
488274 (2016 TD13),2.446493964061214,0.2016054310778643,,0.8947326389772984,336.4642056229941,15.77076125513131,1.95326749380726,2.939720434315168,3.82670007760365,4931.0,0,128,17.7,,,0.078,,,,,,,,N,N,0.946904,Missing
       (2013 GM56),2.443792126589091,0.1291406130825853,,4.970136873379773,67.44579030739338,102.6418979103358,2.128199313114981,2.759384940063201,3.82036268208987,2968.0,1.0,29,18.7,,,0.078,,,,,,,,N,N,1.14102,Missing
339377 (2005 AW67),2.639118671670309,0.168380130063183,,11.128361257451,134.7648197421893,277.0757636997171,2.194743526482287,3.08349381685833,4.28742544667673,7184.0,0,185,16.2,,,0.078,,,,,,,,N,N,1.23832,Missing
246206 (2007 RV143),2.228267171907553,0.1614048816019151,,5.963371008496233,210.1467039155275,114.8975774622277,1.86861397284838,2.587920370966726,3.32628222746229,5735.0,0,186,17.8,,,0.078,,,,,,,,N,N,0.865734,Missing
       (2017 ES2),2.085164133317508,0.6950517201548648,,6.908556115177314,315.4299694274445,340.4625951646677,0.6358672156499462,3.53446105098507,3.01105418843764,281.0,4,93,19.4,,,0.078,,,,,,,,Y,N,0.106962,Missing
 74256 (1998 SS77),2.80819565319208,0.1698769631688639,,9.731945376181056,21.61072381731706,12.4469091560654,2.331147903643805,3.285243402740354,4.70597099843753,8457.0,0,657,15.1,,,0.078,,,,,,,,N,N,1.33753,Missing
       (2012 TT225),3.071362040550265,0.18747974318631,,12.83251961531559,30.06568266102218,45.03622347847155,2.49554387395572,3.647180207144809,5.38275633741092,28.0,6.0,23,17.697,,,0.078,,,,,,,,N,N,1.52759,Missing
511722 (2015 CM63),2.230327780903103,0.1314999745983568,,7.210723359342727,14.60061757108903,277.7153769964548,1.937039734368336,2.523615827437871,3.33089730562768,2157.0,0,72,17.5,,,0.078,,,,,,,,N,N,0.936678,Missing
238189 (2003 SH287),2.597984386516947,0.08721114460681383,,12.0141209187809,189.8677165020113,52.94309675450885,2.371411194498173,2.824557578535721,4.187578943038,5296.0,0,105,16.8,,,0.078,,,,,,,,N,N,1.38125,Missing
219847 (2002 CX198),2.847938598156953,0.06504746038717132,,5.293579969638886,341.1032817665794,336.1615506612721,2.662687425008243,3.033189771305664,4.80622540484815,6056.0,0,209,16.0,,,0.078,,,,,,,,N,N,1.64968,Missing
166883 (2002 XJ90),3.157931080436001,0.2492148403781388,,10.45558638291326,206.9702604198488,251.7976883678494,2.37092779029998,3.944934370572023,5.6119290752113,8506.0,0,444,15.1,5.894,,0.056,,,,,,,,N,N,1.41242,Small
       (2018 XQ9),2.54299431702762,0.1106039366775837,,18.23591681082991,82.51526592111787,37.70009422243714,2.261729134615642,2.824259499439599,4.05533080568053,4.0,9,8,17.585,,,0.078,,,,,,,,N,N,1.2988,Missing
 23830 (1998 QZ85),2.786431647367685,0.3036291269936936,,31.5145216516969,324.3648075463119,241.4569606757393,1.940389838849836,3.632473455885535,4.65136899182516,9907.0,0,1151,13.2,9.208,,0.069,,,,,,,,N,N,1.0814,Small
459567 (2013 GU101),2.327690386926423,0.1873526419403921,,4.757278938038511,65.59378900114616,166.8161971843123,1.891591443316504,2.763789330536342,3.5513708184232,3040.0,0,82,18.1,,,0.078,,,,,,,,N,N,0.880943,Missing
346364 (2008 SZ3),2.433902087510157,0.2138985067652514,,3.147229911807306,131.997732652048,249.8655405831153,1.913294065378906,2.954510109641407,3.79719462140662,5463.0,0,84,17.7,,,0.078,,,,,,,,N,N,0.918215,Missing
404627 (2014 HW1),2.44389266397285,0.1147283544635397,,6.925973842456983,19.88902839662138,300.233899351021,2.163508880149728,2.724276447795971,3.82059843856965,7909.0,0,205,16.9,,,0.078,,,,,,,,N,N,1.16027,Missing
       (2012 UA3),3.113482839400493,0.2094035365098933,,17.01631726611773,189.2088510179088,151.6748583448873,2.461508521967165,3.765457156833819,5.49386415811936,28.0,6.0,19,17.4,,,0.078,,,,,,,,N,N,1.46707,Missing
228188 (2009 UA21),2.605150869703744,0.1591135848491969,,7.52236004164476,4.339848338006352,12.21465646928603,2.190635975752178,3.019665763655309,4.2049179041782,6323.0,0,303,16.3,,,0.078,4.839,,,,,,,N,N,1.1916,Missing
       (2015 DH71),3.194911740691818,0.0692811891389931,,10.68322186902863,162.6939095072424,314.642661791778,2.973564456102558,3.416259025281077,5.71079407421363,58.0,4,24,16.615,,,0.078,,,,,,,,N,N,2.00049,Missing
305105 (2007 VC59),2.621323652721665,0.1279585317982718,,3.123867532308755,357.497765197813,66.2792768896098,2.285902926751318,2.956744378692013,4.244134822975,6258.0,0,204,17.1,,,0.078,,,,,,,,N,N,1.30094,Missing
       (2002 DO3),1.860390407890478,0.4991881103904384,,3.801294877219235,56.13220343820147,165.5588393431379,0.9317056355871332,2.789075180193822,2.53754843033632,34.0,6,80,22.0,,,0.078,,,,,,X:,,Y,Y,0.0294148,Missing
367605 (2009 TA8),3.136099747526178,0.254680630411357,,13.22574118293709,241.1187843142153,152.718628654752,2.337395886793313,3.934803608259042,5.55383538948282,5357.0,0,168,15.6,2.338,,0.186,,,,,,,,N,N,1.35274,Small
433208 (2012 UH95),2.576312586189437,0.180479350648182,,5.766288182397528,33.01083512899879,282.8095630713026,2.111341363567229,3.041283808811646,4.13529060813012,5285.0,0,184,16.9,,,0.078,,,,,,,,N,N,1.10633,Missing
383057 (2005 QV137),2.377439778821405,0.238908722925711,,2.907933163545441,140.066438860217,210.6770140566904,1.809448677430398,2.945430880212412,3.66583142371934,5950.0,0,110,17.8,,,0.078,,,,,,,,N,N,0.803327,Missing
438350 (2006 SF9),3.075799058198481,0.1737362141171239,,5.47065966824451,18.91039315059542,26.04899135411447,2.541421374442062,3.610176741954901,5.39442478037239,4559.0,0,186,16.1,,,0.078,,,,,,,,N,N,1.55133,Missing
176336 (2001 SC307),2.771013843481121,0.08028108069639836,,0.5555038276916231,76.07959678514158,310.4577575276372,2.548553857501776,2.993473829460465,4.61281721073464,6544.0,0,361,16.2,3.525,,0.052,,,,,,,,N,N,1.55191,Small
       (2015 GR56),44.35298890089494,0.02861200292983729,,1.264613640190279,38.93662354498584,41.75276025401877,43.08396105251548,45.62201674927439,295.387790266012,771.0,5,32,7.6,,,0.078,,,,,,,,N,N,42.0998,Missing
415222 (2012 HL65),3.032203450884748,0.07303141218147177,,15.37930404986655,111.9044004843504,283.8274038771343,2.810757350845103,3.253649550924393,5.28014329485058,2800.0,0,174,15.8,4.614,,0.078,,,,,,,,N,N,1.868,Small
       (2014 OF317),1.871184711010665,0.0866992270182145,,20.191950557786,342.3347439298305,131.8116898942748,1.708954442957739,2.033414979063591,2.55966536912293,4271.0,0,50,18.5,,,0.078,,,,,,,,N,N,0.752841,Missing
386400 (2008 UC184),2.65163606990092,0.111549102598997,,16.0285703785766,43.10553262834983,98.94281477631428,2.355848445884341,2.947423693917498,4.31796461785431,8623.0,0,114,17.2,,,0.078,,,,,,,,N,N,1.42806,Missing
306564 (2000 CC118),2.518737057405753,0.08908167818980402,,4.070206509361748,130.3366834900652,14.05180151988981,2.2943637334132,2.743110381398306,3.99744456699145,6910.0,0,281,16.8,,,0.078,,,,,,,,N,N,1.30738,Missing
191420 (2003 SN139),3.05219722369578,0.1091272068294263,,9.862285243741487,56.49073526628792,299.3385474571288,2.71911946598133,3.385274981410229,5.33245368075402,7698.0,0,298,15.3,,,0.078,,,,,,,,N,N,1.73198,Missing
       (2012 TL47),5.315614631041782,0.1450276819234588,,4.552520333589705,234.1950829638667,132.5277350657757,4.54470336310337,6.086525898980193,12.2557088294207,13.0,8.0,14,14.819,,,0.078,,,,,,,,N,N,3.5452,Missing
 43068 (1999 VK159),2.776996635899914,0.09065323441293532,,3.63517169923258,265.5989794370711,99.65138155944332,2.525252908901746,3.028740362898081,4.62776431326051,9865.0,0,797,15.1,5.993,,0.059,,,,,,,,N,N,1.52565,Small
398785 (2013 AH122),2.376216770079672,0.04115843958529222,,3.620116355181738,63.69959714093753,299.2337053787812,2.278415395706789,2.474018144452554,3.6630031077611,5022.0,0,142,17.1,,,0.078,,,,,,,,N,N,1.27717,Missing
392980 (2012 XJ47),3.233796585683299,0.07600146049796193,,5.775652661774827,50.99888678585413,105.1422716833433,2.988023322218046,3.479569849148552,5.81536863145921,3978.0,0,98,16.4,,,0.078,,,,,,,,N,N,2.00467,Missing
498688 (2008 SX271),2.694079911733805,0.1956596784693338,,12.18492066973408,30.13731429759633,293.0293944149239,2.166957102433277,3.221202721034333,4.42205268659006,4285.0,0,76,17.0,,,0.078,,,,,,,,N,N,1.18909,Missing
239874 (2000 JN83),2.243551766188187,0.2653376984634193,,3.204866099857347,80.06242968312883,175.3925233801236,1.648252904164274,2.8388506282121,3.36056534223862,6808.0,0,215,17.3,,,0.078,,,,,,,,N,N,0.633162,Missing
446048 (2013 CB114),2.679375833691566,0.1201120767495279,,3.263688612634813,264.4236259379617,211.9169890154183,2.357550437914374,3.001201229468757,4.38589930165068,6090.0,0,60,17.4,,,0.078,,,,,,,,N,N,1.37494,Missing
123022 (2000 SX272),2.72015527283255,0.1108054560262291,,2.171934607431634,320.9453893684978,70.65752391184192,2.418747227364187,3.021563318300912,4.48640778126341,6689.0,0,406,16.1,,,0.078,,,,,,,,N,N,1.42471,Missing
       (2015 FO23),2.444533973528842,0.1283289953352165,,15.03785209751126,122.9787204485483,255.1056014671306,2.130829384643081,2.758238562414603,3.82210240009236,5443.0,0,55,17.624,,,0.078,,,,,,,,N,N,1.18325,Missing
       (2014 ST81),3.047350063822518,0.1316735251767873,,11.39273038870807,183.6907333412396,205.8921162824402,2.646094738471299,3.448605389173736,5.31975611128397,44.0,6,27,17.006,,,0.078,,,,,,,,N,N,1.65444,Missing
  2890 Vilyujsk (1978 SY7),2.25976959065672,0.1605630612387202,,6.618468193188712,356.7298746602727,51.33008258625725,1.896934067486707,2.622605113826733,3.39706958080577,27364.0,0,1749,13.1,7.983,,0.218,3.45,,,,,,,N,N,0.913612,Small
245943 Davidjoseph (2006 RZ114),3.122660393092665,0.150469460520095,,1.378691833318851,20.15929743574332,191.5914772793283,2.652795368356544,3.592525417828786,5.5181732871622,9400.0,0,218,16.1,4.028,,0.036,,,,,,,,N,N,1.64727,Small
       (2016 SE4),2.74201972871566,0.20486300892912,,13.84873278690404,280.8256911097353,105.0209180830325,2.180281316547961,3.30375814088336,4.54060857576588,529.0,4,32,17.133,,,0.078,,,,,,,,N,N,1.23274,Missing
       (2007 RV1),2.710790959375796,0.3484724107896218,,7.796467224527281,73.17526218062297,318.2247665580481,1.766155098615401,3.655426820136192,4.46326060046122,4.0,9,9,18.77,,,0.078,,,,,,,,N,N,0.780652,Missing
465858 (2010 RG99),2.202228286285208,0.1735421493687627,,3.615988783783603,229.5201818279062,52.91853252928866,1.820048856082586,2.584407716487831,3.26814793646337,6766.0,0,92,18.2,,,0.078,,,,,,,,N,N,0.805869,Missing
476372 (2008 CL34),3.128533312959299,0.04947206141201608,,13.31231664192932,327.1293098568386,238.6677089916303,2.973758320771039,3.28330830514756,5.53374799831262,8042.0,0,71,16.4,,,0.078,,,,,,,,N,N,1.99817,Missing
360443 (2002 LR29),2.398860462059538,0.1089267426317107,,7.231641770623491,127.6125370645737,141.0041641890543,2.137560405899392,2.660160518219684,3.71548645136979,6059.0,0,176,16.9,,,0.078,,,,,,,,N,N,1.12633,Missing
       (2015 BR96),2.270407398469364,0.1952118762411935,,2.878528041185101,48.2698332659974,348.8723017872857,1.827196910382272,2.713617886556455,3.4210852165872,1087.0,3,49,18.8,,,0.078,,,,,,,,N,N,0.83398,Missing
       (2005 UZ456),3.139652037002778,0.1091532026105743,,4.462932786539951,244.3841533081404,155.5533584991928,2.796948962081111,3.482355111924444,5.56327438296251,7.0,8,10,17.612,,,0.078,,,,,,,,N,N,1.80526,Missing
298002 (2002 OT4),2.677363760944139,0.3257624653408459,,7.157003015906448,184.870554125885,140.4045698310334,1.805179141564737,3.549548380323542,4.38095985377239,6196.0,0,171,17.0,3.115,,0.05,,,,,,,,N,N,0.799808,Small
       (1999 TT331),2.315843226904957,0.1077239676361935,,6.469624966299159,223.5961655004231,174.9277596285124,2.066371406079349,2.565315047730564,3.52429242479499,10.0,9,7,18.669,,,0.078,,,,,,,,N,N,1.07347,Missing
219020 (1981 EH32),3.016445428012717,0.07934898818291729,,10.90206002319784,226.2619766821635,11.1367468010748,2.777093535390922,3.255797320634513,5.23903634487506,14062.0,0,365,15.1,,,0.078,,,,,,,,N,N,1.76646,Missing
413826 (2006 QR162),2.57622739979181,0.1984611153450193,,6.996269946556582,193.7006424576933,121.0619969697474,2.064946436646728,3.087508362936891,4.13508550825214,4844.0,0,56,17.4,,,0.078,,,,,,,,N,N,1.06125,Missing
450923 (2008 EK5),2.549434167950707,0.251120863232213,,8.449344362880067,105.7750053760904,3.814887541246585,1.909218058941226,3.189650276960187,4.07074506701811,3868.0,0,211,17.0,,,0.078,,,,,,,,N,N,0.926265,Missing
  8065 Nakhodkin (1979 FD3),2.236095809159697,0.1245989712535638,,2.950965310729388,126.7347790735577,99.7372200123386,1.957480571713993,2.5147110466054,3.34382710442714,23960.0,0,2139,14.2,3.393,,0.292,,,,,,,,N,N,0.950477,Small
       (2014 OQ31),2.888231985061644,0.05139503551695984,,8.8659932942201,324.4307728671334,143.7965245309609,2.739791199608182,3.036672770515107,4.90858495618084,5.0,7,14,17.408,,,0.078,,,,,,,,N,N,1.76179,Missing
 26861 (1993 FO20),2.357755741453791,0.07829366464311933,,3.26273108220165,121.9424221076539,104.254902955214,2.173158404122019,2.542353078785564,3.62039885526171,10022.0,0,1138,15.2,2.755,,0.212,,,,,,,,N,N,1.16615,Small
 39284 (2001 BB62),5.188140368396666,0.04860958745085319,,9.002453560339953,228.8245306128198,259.9940904760246,4.935947005451786,5.440333731341545,11.8175045662488,8388.0,0,563,12.0,17.213,,0.086,,,,,,,,N,N,3.96604,Medium
